2017-06-25 22:16:04.995309: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
2017-06-25 22:16:04.995397: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
2017-06-25 22:16:04.995417: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
2017-06-25 22:16:04.995447: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX2 instructions, but these are available on your machine and could speed up CPU computations.
2017-06-25 22:16:04.995460: W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use FMA instructions, but these are available on your machine and could speed up CPU computations.
Using TensorFlow backend.
0, -306.932387343686, 0.0
1, -190.11775458956626, 18.8266798019
2, -251.20259219405602, 19.3888314819
3, -231.11522194393262, 20.0374843216
4, -321.9682578672903, 19.7804818726
5, -429.69943163189157, 18.6716556549
6, -481.2605772869775, 14.6404191399
7, -481.01737587653224, 11.7530587673
8, -481.3314105678886, 10.4080236435
9, -481.1788495218388, 7.80507374763
10, -480.99353009378416, 7.55367697716
11, -480.86356846768655, 6.28512590885
12, -481.41735307010345, 5.47747141838
13, -481.37751400287834, 5.08326133251
14, -418.85494304329796, 4.75172459602
15, -480.003197166625, 5.20351529121
16, -453.91524659761023, 4.40610719442
17, -452.2581199309957, 4.44764987946
18, -409.6403257093308, 4.57160069942
19, -259.8115182604738, 5.01627136707
20, -477.89287536929976, 5.42426354647
21, -390.93335639748113, 4.48783137321
22, -399.4560966307484, 4.88124153137
23, -430.1290457325916, 5.28816585541
24, -427.0564993653865, 5.35401450634
25, -386.88446109164084, 5.43231520176
26, -431.91441210216533, 5.77330400467
27, -401.6659901250197, 5.84286357403
28, -385.8276171387389, 5.76137541294
29, -415.9915341464369, 6.13092422485
30, -393.85571126373816, 6.2675972414
31, -339.3566224249701, 6.6741633749
32, -457.2904238218883, 7.02324759007
33, -407.5309977676014, 6.77105169773
34, -456.982843369085, 6.71604196548
35, -452.2243237490458, 7.0179603672
36, -451.5355624716301, 6.87911029339
37, -481.86324184588983, 6.19320314407
38, -481.9842589019855, 6.1093475914
39, -482.0204397459118, 5.73643399239
40, -481.7366597121998, 5.73256820202
41, -481.85355548073886, 5.50866950989
42, -481.94499430473604, 5.08850636005
43, -481.8415902384512, 4.4272587347
44, -481.8923720813433, 4.71119801998
45, -481.86159823759465, 4.75350771904
46, -481.8679206174502, 4.71573273182
47, -475.4457401038869, 3.88913933277
48, -472.23610627964985, 4.56647901535
49, -468.3600687909363, 4.67819126368
50, -438.9537506514568, 4.89816833496
51, -381.7079109154491, 4.72182158947
52, -431.42546585502987, 4.96821641445
53, -469.5618472447387, 5.05141851425
54, -435.9235223399579, 5.64718444824
55, -455.01007690650573, 5.68819992065
56, -437.11338173050467, 4.80962791443
57, -318.8401391184009, 5.87763278961
58, -387.83773293830393, 7.3303747654
59, -480.35240350775445, 9.42356524467
60, -473.9825102692806, 6.52789646626
61, -455.5490875028422, 5.967394557
62, -482.51721429466727, 5.63463021755
63, -433.0667537855545, 5.65448737144
64, -388.1317650112301, 5.99884902477
65, -256.54645224926486, 6.62765035629
66, -209.4195560461679, 6.35474597931
67, -326.53815175542906, 6.85735807896
68, -310.7874942435792, 6.36583693504
69, -337.5994766806399, 7.33002268314
70, -407.0113927541141, 6.86468259811
71, -243.42023161077583, 7.96103545189
72, -220.159984529378, 7.97437887192
73, -431.74617748107266, 7.61043171406
74, -448.6534758492598, 8.02983697414
75, -440.34529949752084, 7.59800261497
76, -401.5430813728702, 7.53627591133
77, -412.3556617388673, 8.09201964855
78, -240.1386734624437, 7.69041761875
79, -156.6394679738312, 7.16519766331
80, -241.95582357760208, 8.51362732887
81, -372.13220526311284, 8.29951036453
82, -398.0038394735977, 8.97451619148
83, -354.72702921380517, 9.00874402046
84, -313.8277618607515, 8.24327672005
85, -284.5416770707959, 8.53116752625
86, -286.5100322519395, 8.72297595024
87, -428.34181071604723, 8.59521743774
88, -480.2431938832523, 8.46352505684
89, -367.7680653947891, 8.59749053001
90, -460.6579538605493, 9.43347855568
91, -461.9695496094754, 8.21539958954
92, -410.83441441126763, 8.25166340828
93, -354.561923355088, 8.37339947701
94, -305.62619526750746, 8.37992103577
95, -311.3054350691954, 8.91206017494
96, -309.7929842948589, 8.31339574814
97, -253.2201862446549, 9.19316699028
98, -266.9221788482406, 10.1182956123
99, -364.65953802074534, 10.3489845562
100, -404.13979655084586, 9.96807463646
101, -353.58883849412155, 12.8085829639
102, -410.6667654951816, 10.3865413952
103, -476.16425568962546, 10.2030068874
104, -454.3660699816435, 9.3262592411
105, -467.7779638589229, 9.66565283775
106, -455.901794340729, 10.2303094578
107, -448.4126496194607, 9.21091910362
108, -447.64960195889125, 9.45746136665
109, -466.79525492373233, 9.67116164207
110, -437.8686235153996, 10.2971804523
111, -236.43980889836843, 10.4218008995
112, -311.8360749256318, 10.6875505447
113, -307.9660258040793, 10.6457026291
114, -366.07254758036004, 10.9953611469
115, -258.56872833139136, 10.6737435436
116, -273.9292467031213, 10.9083066368
117, -358.81644033823324, 10.4746365547
118, -142.01232101989442, 10.4928775883
119, -321.2020777077157, 11.0345490742
120, -239.41951289280885, 11.7001662064
121, -190.99764056771085, 11.8488439274
122, -147.18869637305448, 11.9857720184
